DATE,MRTSSM443142USN
1997-01-01,5031
1997-02-01,4831
1997-03-01,5195
1997-04-01,4889
1997-05-01,5053
1997-06-01,5057
1997-07-01,5248
1997-08-01,5531
1997-09-01,5278
1997-10-01,5313
1997-11-01,6169
1997-12-01,9688
1998-01-01,5641
1998-02-01,5233
1998-03-01,5562
1998-04-01,5108
1998-05-01,5293
1998-06-01,5479
1998-07-01,5618
1998-08-01,5965
1998-09-01,5571
1998-10-01,5536
1998-11-01,6480
1998-12-01,10146
1999-01-01,5794
1999-02-01,5451
1999-03-01,5881
1999-04-01,5377
1999-05-01,5622
1999-06-01,5700
1999-07-01,5853
1999-08-01,6116
1999-09-01,5880
1999-10-01,5781
1999-11-01,6821
1999-12-01,11005
2000-01-01,6276
2000-02-01,6208
2000-03-01,6364
2000-04-01,5749
2000-05-01,5871
2000-06-01,5833
2000-07-01,5872
2000-08-01,6307
2000-09-01,5980
2000-10-01,5718
2000-11-01,6874
2000-12-01,10740
2001-01-01,6026
2001-02-01,5641
2001-03-01,5941
2001-04-01,5138
2001-05-01,5457
2001-06-01,5616
2001-07-01,5616
2001-08-01,6050
2001-09-01,5423
2001-10-01,5523
2001-11-01,7141
2001-12-01,11442
2002-01-01,6108
2002-02-01,5789
2002-03-01,6100
2002-04-01,5352
2002-05-01,5862
2002-06-01,5880
2002-07-01,5760
2002-08-01,6346
2002-09-01,5664
2002-10-01,5793
2002-11-01,7124
2002-12-01,11225
2003-01-01,5943
2003-02-01,5582
2003-03-01,5797
2003-04-01,5287
2003-05-01,5793
2003-06-01,5860
2003-07-01,5936
2003-08-01,6578
2003-09-01,5995
2003-10-01,6112
2003-11-01,7512
2003-12-01,11991
2004-01-01,6468
2004-02-01,6262
2004-03-01,6385
2004-04-01,5856
2004-05-01,6193
2004-06-01,6408
2004-07-01,6516
2004-08-01,6911
2004-09-01,6473
2004-10-01,6435
2004-11-01,8025
2004-12-01,12473
2005-01-01,6748
2005-02-01,6675
2005-03-01,6981
2005-04-01,6242
2005-05-01,6592
2005-06-01,6749
2005-07-01,6816
2005-08-01,7358
2005-09-01,6843
2005-10-01,6804
2005-11-01,8482
2005-12-01,13040
2006-01-01,7450
2006-02-01,6938
2006-03-01,7223
2006-04-01,6427
2006-05-01,6903
2006-06-01,7006
2006-07-01,6933
2006-08-01,7482
2006-09-01,6888
2006-10-01,6594
2006-11-01,8745
2006-12-01,13757
2007-01-01,7317
2007-02-01,6987
2007-03-01,7074
2007-04-01,6314
2007-05-01,6840
2007-06-01,6868
2007-07-01,6964
2007-08-01,7644
2007-09-01,6870
2007-10-01,6859
2007-11-01,9313
2007-12-01,13492
2008-01-01,7364
2008-02-01,7347
2008-03-01,7160
2008-04-01,6566
2008-05-01,7366
2008-06-01,7142
2008-07-01,7316
2008-08-01,7604
2008-09-01,6709
2008-10-01,6455
2008-11-01,8494
2008-12-01,11873
2009-01-01,7146
2009-02-01,6975
2009-03-01,6403
2009-04-01,5736
2009-05-01,6067
2009-06-01,6293
2009-07-01,6240
2009-08-01,6525
2009-09-01,6045
2009-10-01,5816
2009-11-01,8033
2009-12-01,11331
2010-01-01,6527
2010-02-01,6724
2010-03-01,6550
2010-04-01,5917
2010-05-01,6248
2010-06-01,6630
2010-07-01,6605
2010-08-01,6846
2010-09-01,6428
2010-10-01,6131
2010-11-01,8025
2010-12-01,11502
2011-01-01,6508
2011-02-01,6647
2011-03-01,6982
2011-04-01,6154
2011-05-01,6351
2011-06-01,6560
2011-07-01,6701
2011-08-01,7100
2011-09-01,6388
2011-10-01,6621
2011-11-01,8581
2011-12-01,11578
2012-01-01,6662
2012-02-01,6991
2012-03-01,7182
2012-04-01,6039
2012-05-01,6555
2012-06-01,6596
2012-07-01,6816
2012-08-01,7064
2012-09-01,6521
2012-10-01,6358
2012-11-01,8762
2012-12-01,11921
2013-01-01,6927
2013-02-01,6970
2013-03-01,6906
2013-04-01,6048
2013-05-01,6410
2013-06-01,6460
2013-07-01,6565
2013-08-01,6924
2013-09-01,6442
2013-10-01,6579
2013-11-01,8739
2013-12-01,11347
2014-01-01,6616
2014-02-01,6582
2014-03-01,6758
2014-04-01,5909
2014-05-01,6223
2014-06-01,6146
2014-07-01,6408
2014-08-01,6714
2014-09-01,6732
2014-10-01,6604
2014-11-01,9076
2014-12-01,11874
2015-01-01,6713
2015-02-01,6452
2015-03-01,6457
2015-04-01,5765
2015-05-01,6102
2015-06-01,6388
2015-07-01,6332
2015-08-01,6626
2015-09-01,6506
2015-10-01,6392
2015-11-01,8375
2015-12-01,10773
2016-01-01,6012
2016-02-01,6131
2016-03-01,6154
2016-04-01,5396
2016-05-01,5741
2016-06-01,5822
2016-07-01,5913
2016-08-01,6349
2016-09-01,5898
2016-10-01,5662
2016-11-01,7558
2016-12-01,9800
2017-01-01,5733
2017-02-01,5430
2017-03-01,6003
2017-04-01,5324
2017-05-01,5704
2017-06-01,5780
2017-07-01,5677
2017-08-01,6082
2017-09-01,5908
2017-10-01,5807
2017-11-01,8191
2017-12-01,9979
2018-01-01,6057
2018-02-01,5745
2018-03-01,6156
2018-04-01,5512
2018-05-01,5893
2018-06-01,6016
2018-07-01,5913
2018-08-01,6341
2018-09-01,5936
2018-10-01,5929
2018-11-01,8049
2018-12-01,9620
2019-01-01,5975
2019-02-01,5395
2019-03-01,5863
2019-04-01,5189
2019-05-01,5652
2019-06-01,5592
2019-07-01,5652
2019-08-01,6055
2019-09-01,5767
2019-10-01,5681
2019-11-01,7737
2019-12-01,9451
2020-01-01,5823
2020-02-01,5419
2020-03-01,4495
2020-04-01,1888
2020-05-01,2480
2020-06-01,3912
2020-07-01,4761
2020-08-01,5035
2020-09-01,4737
2020-10-01,5082
2020-11-01,6514
2020-12-01,7630
2021-01-01,5237
2021-02-01,4651
2021-03-01,5945
2021-04-01,5517
2021-05-01,5747
2021-06-01,6002
2021-07-01,6089
2021-08-01,6057
2021-09-01,5763
2021-10-01,6127
2021-11-01,7106
2021-12-01,8699
2022-01-01,5171
2022-02-01,4740
